"November 5, 2024 General Election Official Canvass
*Write-in candidates will be displayed with a (WI) designation and not party affiliation.
Lucas,PRECINCT TOLEDO 3A,ADT,Northwest,Toledo,723,385,53.25%,0,0,0,0,0,0,0,197,0,0,2,1,182,0
Lucas,PRECINCT TOLEDO 3B,ADU,Northwest,Toledo,"1,322",727,54.99%,0,0,0,0,2,0,0,409,0,0,1,2,304,0
Lucas,PRECINCT TOLEDO 3C,ADV,Northwest,Toledo,"1,162",519,44.66%,0,0,0,0,1,0,0,290,0,0,3,0,223,0
Lucas,PRECINCT TOLEDO 3D,ADW,Northwest,Toledo,933,545,58.41%,0,0,0,0,2,0,0,274,0,0,2,1,261,0
Lucas,PRECINCT TOLEDO 3E,ADX,Northwest,Toledo,903,554,61.35%,0,0,0,0,0,0,0,280,0,0,5,1,264,0
Lucas,PRECINCT TOLEDO 3F,ADY,Northwest,Toledo,837,396,47.31%,0,0,0,0,0,0,0,233,0,0,2,0,156,0
Lucas,PRECINCT TOLEDO 3G,ADZ,Northwest,Toledo,824,537,65.17%,0,0,0,0,2,0,0,228,0,0,3,4,292,0
Lucas,PRECINCT TOLEDO 3H,AEA,Northwest,Toledo,"1,276",697,54.62%,0,0,0,0,1,0,0,350,0,0,3,1,333,0
Lucas,PRECINCT TOLEDO 3I,AEC,Northwest,Toledo,625,303,48.48%,0,0,0,0,0,0,0,169,0,0,3,1,127,0
Lucas,PRECINCT TOLEDO 3J,AED,Northwest,Toledo,857,518,60.44%,0,0,0,0,0,0,0,278,0,0,5,0,231,0
Lucas,PRECINCT TOLEDO 3K,AEE,Northwest,Toledo,912,470,51.54%,0,0,0,0,2,0,0,263,0,0,1,0,200,0
Lucas,PRECINCT TOLEDO 3L,AEF,Northwest,Toledo,796,515,64.70%,0,0,0,0,1,0,0,272,0,0,2,1,235,0
Lucas,PRECINCT TOLEDO 4A,AEO,Northwest,Toledo,713,265,37.17%,0,0,0,0,1,0,0,212,0,0,0,1,46,0
Lucas,PRECINCT TOLEDO 4B,AEP,Northwest,Toledo,647,368,56.88%,0,0,0,0,0,0,0,290,0,0,1,0,72,0
Lucas,PRECINCT TOLEDO 4C,AER,Northwest,Toledo,703,248,35.28%,0,0,0,0,0,0,0,204,0,0,0,1,41,0
Lucas,PRECINCT TOLEDO 4D,AES,Northwest,Toledo,954,415,43.50%,0,0,0,0,3,0,0,353,0,0,4,0,52,0
Lucas,PRECINCT TOLEDO 4E,AET,Northwest,Toledo,"1,097",482,43.94%,0,0,0,0,1,0,0,387,0,0,4,3,72,0
Lucas,PRECINCT TOLEDO 4F,AEU,Northwest,Toledo,"1,276",462,36.21%,0,0,0,0,3,0,0,368,0,0,1,1,82,0
Lucas,PRECINCT TOLEDO 4G,AEV,Northwest,Toledo,763,343,44.95%,0,0,0,0,2,0,0,271,0,0,4,1,56,0
Lucas,PRECINCT TOLEDO 5A,AFF,Northwest,Toledo,"1,050",604,57.52%,0,0,0,0,3,0,0,413,0,0,2,1,174,0
Lucas,PRECINCT TOLEDO 5B,AFG,Northwest,Toledo,"1,090",785,72.02%,0,0,0,0,0,0,0,466,0,0,5,3,303,0
Lucas,PRECINCT TOLEDO 5C,AFH,Northwest,Toledo,944,579,61.33%,0,0,0,0,0,0,0,352,0,0,3,0,215,0
Lucas,PRECINCT TOLEDO 5D,AFI,Northwest,Toledo,"1,003",606,60.42%,0,0,0,0,2,0,0,357,0,0,5,1,235,0
Lucas,PRECINCT TOLEDO 5E,AFJ,Northwest,Toledo,"1,160",746,64.31%,0,0,0,0,0,0,0,432,0,0,5,1,299,0
Lucas,PRECINCT TOLEDO 5F,AFK,Northwest,Toledo,722,489,67.73%,0,0,0,0,2,0,0,285,0,0,1,1,188,0
Lucas,PRECINCT TOLEDO 5G,AFL,Northwest,Toledo,847,550,64.94%,0,0,0,0,0,0,0,342,0,0,2,1,195,0
Lucas,PRECINCT TOLEDO 5H,AFM,Northwest,Toledo,732,468,63.93%,0,0,0,0,0,0,0,322,0,0,1,1,134,0
Lucas,PRECINCT TOLEDO 5I,AFN,Northwest,Toledo,"1,317",982,74.56%,0,0,0,0,1,0,0,689,0,0,4,4,275,0
Lucas,PRECINCT TOLEDO 5J,AFO,Northwest,Toledo,956,664,69.46%,0,0,0,0,4,0,0,422,0,0,3,0,228,0
Lucas,PRECINCT TOLEDO 6A,AFV,Northwest,Toledo,"1,021",643,62.98%,0,0,0,0,3,0,0,551,0,0,3,0,78,0
Lucas,PRECINCT TOLEDO 6B,AFW,Northwest,Toledo,797,493,61.86%,0,0,0,0,1,0,0,378,0,0,3,0,98,0
Lucas,PRECINCT TOLEDO 6C,AFX,Northwest,Toledo,"1,271",716,56.33%,0,0,0,0,0,0,0,578,0,0,1,0,123,0
Lucas,PRECINCT TOLEDO 6D,AFY,Northwest,Toledo,"1,130",560,49.56%,0,0,0,0,2,0,0,444,0,0,1,1,108,0
Lucas,PRECINCT TOLEDO 6E,AFZ,Northwest,Toledo,"1,092",649,59.43%,0,0,0,0,3,0,0,458,0,0,3,3,175,0
Lucas,PRECINCT TOLEDO 6F,AGA,Northwest,Toledo,646,272,42.11%,0,0,0,0,0,0,0,227,0,0,2,0,39,0
Lucas,PRECINCT TOLEDO 6G,AGB,Northwest,Toledo,912,563,61.73%,0,0,0,0,1,0,0,444,0,0,7,0,100,0
Lucas,PRECINCT TOLEDO 6H,AGC,Northwest,Toledo,924,501,54.22%,0,0,0,0,2,0,0,404,0,0,4,1,83,0
Lucas,PRECINCT TOLEDO 7A,AGL,Northwest,Toledo,797,438,54.96%,0,0,0,0,2,0,0,239,0,0,1,1,193,0
Lucas,PRECINCT TOLEDO 7B,AGM,Northwest,Toledo,877,335,38.20%,0,0,0,0,0,0,0,262,0,0,3,3,62,0
Lucas,PRECINCT TOLEDO 7C,AGN,Northwest,Toledo,"1,277",982,76.90%,0,0,0,0,5,0,0,577,0,0,3,1,373,0
Lucas,PRECINCT TOLEDO 7D,AGO,Northwest,Toledo,"1,063",835,78.55%,0,0,0,0,1,0,0,499,0,0,1,0,323,0
Lucas,PRECINCT TOLEDO 7E,AGP,Northwest,Toledo,781,465,59.54%,0,0,0,0,0,0,0,315,0,0,0,0,142,0
Lucas,PRECINCT TOLEDO 7G,AGR,Northwest,Toledo,"1,108",834,75.27%,0,0,0,0,2,0,0,436,0,0,7,1,376,0
Lucas,PRECINCT TOLEDO 7F,AGZ,Northwest,Toledo,"1,144",855,74.74%,0,0,0,0,1,0,0,503,0,0,7,2,319,0
Lucas,PRECINCT TOLEDO 7H,AHA,Northwest,Toledo,652,479,73.47%,0,0,0,0,1,0,0,253,0,0,2,0,216,0
Lucas,PRECINCT TOLEDO 8A,AHB,Northwest,Toledo,925,299,32.32%,0,0,0,0,2,0,0,238,0,0,3,0,49,0
Lucas,PRECINCT TOLEDO 8B,AHC,Northwest,Toledo,"1,374",617,44.91%,0,0,0,0,2,0,0,561,0,0,1,1,39,0
Lucas,PRECINCT TOLEDO 8C,AHD,Northwest,Toledo,994,344,34.61%,0,0,0,0,1,0,0,296,0,0,2,2,37,0
Lucas,PRECINCT TOLEDO 8D,AHE,Northwest,Toledo,889,347,39.03%,0,0,0,0,1,0,0,318,0,0,1,2,17,0
Lucas,PRECINCT TOLEDO 8E,AHF,Northwest,Toledo,"1,137",407,35.80%,0,0,0,0,2,0,0,302,0,0,2,1,93,0
Lucas,PRECINCT TOLEDO 8F,AHG,Northwest,Toledo,992,367,37.00%,0,0,0,0,0,0,0,344,0,0,1,0,18,0
Lucas,PRECINCT TOLEDO 8G,AHH,Northwest,Toledo,"1,253",473,37.75%,0,0,0,0,1,0,0,343,0,0,0,0,121,0
Lucas,PRECINCT TOLEDO 9A,AHR,Northwest,Toledo,959,476,49.64%,0,0,0,0,1,0,0,333,0,0,4,1,126,0
Lucas,PRECINCT TOLEDO 9C,AHT,Northwest,Toledo,996,474,47.59%,0,0,0,0,2,0,0,309,0,0,2,0,155,0
Lucas,PRECINCT TOLEDO 9D,AHU,Northwest,Toledo,"1,226",651,53.10%,0,0,0,0,1,0,0,428,0,0,1,1,209,0
Lucas,PRECINCT TOLEDO 9E,AHV,Northwest,Toledo,972,582,59.88%,0,0,0,0,5,0,0,376,0,0,4,0,189,0
Lucas,PRECINCT TOLEDO 9F,AHW,Northwest,Toledo,"1,315",589,44.79%,0,0,0,0,0,0,0,394,0,0,2,0,188,0
Lucas,PRECINCT TOLEDO 9G,AHX,Northwest,Toledo,"1,049",601,57.29%,0,0,0,0,3,0,0,351,0,0,3,0,235,0
Lucas,PRECINCT TOLEDO 9H,AHY,Northwest,Toledo,684,389,56.87%,0,0,0,0,0,0,0,263,0,0,2,1,116,0
Lucas,PRECINCT TOLEDO 10A,AIJ,Northwest,Toledo,748,290,38.77%,0,0,0,0,2,0,0,231,0,0,2,1,49,0
Lucas,PRECINCT TOLEDO 10C,AIL,Northwest,Toledo,809,386,47.71%,0,0,0,0,2,0,0,308,0,0,0,1,71,0
Lucas,PRECINCT TOLEDO 10D,AIM,Northwest,Toledo,831,365,43.92%,0,0,0,0,0,0,0,313,0,0,2,1,42,0
Lucas,PRECINCT TOLEDO 10E,AIN,Northwest,Toledo,638,245,38.40%,0,0,0,0,0,0,0,225,0,0,2,1,13,0
Lucas,PRECINCT TOLEDO 10F,AIO,Northwest,Toledo,"1,073",539,50.23%,0,0,0,0,0,0,0,463,0,0,2,1,62,0
Lucas,PRECINCT TOLEDO 10G,AIP,Northwest,Toledo,812,543,66.87%,0,0,0,0,0,0,0,458,0,0,3,5,62,0
Lucas,PRECINCT TOLEDO 10H,AIS,Northwest,Toledo,852,519,60.92%,0,0,0,0,0,0,0,432,0,0,4,1,67,0
Lucas,PRECINCT TOLEDO 10B,AIW,Northwest,Toledo,787,390,49.56%,0,0,0,0,0,0,0,330,0,0,0,0,54,0
Lucas,PRECINCT TOLEDO 11A,AIY,Northwest,Toledo,913,510,55.86%,0,0,0,0,1,0,0,262,0,0,2,0,242,0
Lucas,PRECINCT TOLEDO 11B,AIZ,Northwest,Toledo,923,383,41.50%,0,0,0,0,0,0,0,264,0,0,0,1,112,0
Lucas,PRECINCT TOLEDO 11C,AJA,Northwest,Toledo,"1,015",567,55.86%,0,0,0,0,4,0,0,359,0,0,1,0,195,0
Lucas,PRECINCT TOLEDO 11D,AJB,Northwest,Toledo,964,504,52.28%,0,0,0,0,0,0,0,308,0,0,5,0,182,0
Lucas,PRECINCT TOLEDO 11E,AJC,Northwest,Toledo,"1,029",575,55.88%,0,0,0,0,1,0,0,331,0,0,2,1,233,0
Lucas,PRECINCT TOLEDO 11F,AJD,Northwest,Toledo,846,481,56.86%,0,0,0,0,1,0,0,282,0,0,0,1,192,0
Lucas,PRECINCT TOLEDO 11G,AJE,Northwest,Toledo,871,459,52.70%,0,0,0,0,2,0,0,264,0,0,8,2,178,0
Lucas,PRECINCT TOLEDO 11H,AJF,Northwest,Toledo,716,366,51.12%,0,0,0,0,1,0,0,236,0,0,1,1,121,0
Lucas,PRECINCT TOLEDO 12A,AJP,Northwest,Toledo,"1,012",608,60.08%,0,0,0,0,2,0,0,404,0,0,0,0,194,0
Lucas,PRECINCT TOLEDO 12B,AJQ,Northwest,Toledo,"1,400",994,71.00%,0,0,0,0,6,0,0,680,0,0,7,4,278,0
Lucas,PRECINCT TOLEDO 12C,AJR,Northwest,Toledo,928,626,67.46%,0,0,0,0,1,0,0,474,0,0,4,0,136,0
Lucas,PRECINCT TOLEDO 12D,AJS,Northwest,Toledo,"1,309","1,016",77.62%,0,0,0,0,0,0,0,670,0,0,2,0,335,0
Lucas,PRECINCT TOLEDO 12G,AJV,Northwest,Toledo,"1,226",751,61.26%,0,0,0,0,2,0,0,520,0,0,5,0,212,0
Lucas,PRECINCT TOLEDO 12H,AJW,Northwest,Toledo,849,393,46.29%,0,0,0,0,0,0,0,286,0,0,2,1,97,0
Lucas,PRECINCT TOLEDO 12E,AKD,Northwest,Toledo,438,141,32.19%,0,0,0,0,0,0,0,89,0,0,0,0,50,0
Lucas,PRECINCT TOLEDO 12F,AKE,Northwest,Toledo,977,607,62.13%,0,0,0,0,1,0,0,441,0,0,1,1,155,0
Lucas,PRECINCT TOLEDO 13A,AKJ,Northwest,Toledo,"1,051",440,41.86%,0,0,0,0,0,0,0,404,0,0,0,0,25,0
Lucas,PRECINCT TOLEDO 13B,AKK,Northwest,Toledo,954,522,54.72%,0,0,0,0,0,0,0,449,0,0,0,1,64,0
Lucas,PRECINCT TOLEDO 13C,AKL,Northwest,Toledo,633,296,46.76%,0,0,0,0,0,0,0,284,0,0,1,0,8,0
Lucas,PRECINCT TOLEDO 13D,AKM,Northwest,Toledo,"1,029",442,42.95%,0,0,0,0,1,0,0,377,0,0,4,0,49,0
Lucas,PRECINCT TOLEDO 13E,AKN,Northwest,Toledo,715,441,61.68%,0,0,0,0,1,0,0,395,0,0,2,0,38,0
Lucas,PRECINCT TOLEDO 13G,AKP,Northwest,Toledo,868,428,49.31%,0,0,0,0,0,0,0,350,0,0,7,1,65,0
Lucas,PRECINCT TOLEDO 13F,AKW,Northwest,Toledo,"1,025",420,40.98%,0,0,0,0,1,0,0,309,0,0,1,1,98,0
Lucas,PRECINCT TOLEDO 14A,ALA,Northwest,Toledo,"1,260",530,42.06%,0,0,0,0,1,0,0,471,0,0,4,1,42,0
Lucas,PRECINCT TOLEDO 14B,ALB,Northwest,Toledo,832,451,54.21%,0,0,0,0,1,0,0,408,0,0,3,1,32,0
Lucas,PRECINCT TOLEDO 14C,ALC,Northwest,Toledo,805,346,42.98%,0,0,0,0,2,0,0,294,0,0,3,0,37,0
Lucas,PRECINCT TOLEDO 14D,ALD,Northwest,Toledo,982,498,50.71%,0,0,0,0,2,0,0,429,0,0,2,2,58,0
Lucas,PRECINCT TOLEDO 14F,ALF,Northwest,Toledo,"1,270",507,39.92%,0,0,0,0,1,0,0,465,0,0,3,2,24,0
Lucas,PRECINCT TOLEDO 14G,ALG,Northwest,Toledo,584,226,38.70%,0,0,0,0,0,0,0,218,0,0,0,0,6,0
Lucas,PRECINCT TOLEDO 14E,ALM,Northwest,Toledo,698,282,40.40%,0,0,0,0,2,0,0,244,0,0,0,1,31,0
Lucas,PRECINCT TOLEDO 15A,ALQ,Northwest,Toledo,924,400,43.29%,0,0,0,0,1,0,0,258,0,0,2,0,132,0
Lucas,PRECINCT TOLEDO 15B,ALR,Northwest,Toledo,965,723,74.92%,0,0,0,0,2,0,0,394,0,0,8,3,307,0
Lucas,PRECINCT TOLEDO 15C,ALS,Northwest,Toledo,923,480,52.00%,0,0,0,0,4,0,0,303,0,0,5,1,161,0
Lucas,PRECINCT TOLEDO 15D,ALT,Northwest,Toledo,988,606,61.34%,0,0,0,0,4,0,0,428,0,0,4,2,158,0
Lucas,PRECINCT TOLEDO 15E,ALU,Northwest,Toledo,874,607,69.45%,0,0,0,0,2,0,0,350,0,0,5,0,239,0
Lucas,PRECINCT TOLEDO 15F,ALV,Northwest,Toledo,"1,072",594,55.41%,0,0,0,0,0,0,0,353,0,0,6,1,225,0
Lucas,PRECINCT TOLEDO 15G,ALW,Northwest,Toledo,"1,160",419,36.12%,0,0,0,0,2,0,0,348,0,0,3,2,59,0
Lucas,PRECINCT TOLEDO 15H,ALX,Northwest,Toledo,506,216,42.69%,0,0,0,0,1,0,0,118,0,0,2,0,86,0
Lucas,PRECINCT TOLEDO 15I,ALY,Northwest,Toledo,987,567,57.45%,0,0,0,0,0,0,0,386,0,0,4,0,166,0
Lucas,PRECINCT TOLEDO 16A,AMG,Northwest,Toledo,932,722,77.47%,0,0,0,0,2,0,0,397,0,0,3,1,305,0
Lucas,PRECINCT TOLEDO 16B,AMH,Northwest,Toledo,935,530,56.68%,0,0,0,0,3,0,0,311,0,0,3,0,202,0
Lucas,PRECINCT TOLEDO 16C,AMI,Northwest,Toledo,606,400,66.01%,0,0,0,0,3,0,0,218,0,0,2,0,173,0
Lucas,PRECINCT TOLEDO 16D,AMJ,Northwest,Toledo,782,595,76.09%,0,0,0,0,0,0,0,374,0,0,2,1,205,0
Lucas,PRECINCT TOLEDO 16E,AMK,Northwest,Toledo,"1,164",743,63.83%,0,0,0,0,0,0,0,463,0,0,4,2,260,0
Lucas,PRECINCT TOLEDO 16G,AMM,Northwest,Toledo,943,772,81.87%,0,0,0,0,2,0,0,397,0,0,4,2,353,0
Lucas,PRECINCT TOLEDO 16H,AMN,Northwest,Toledo,505,391,77.43%,0,0,0,0,1,0,0,205,0,0,4,0,178,0
Lucas,PRECINCT TOLEDO 16I,AMO,Northwest,Toledo,669,372,55.61%,0,0,0,0,0,0,0,274,0,0,1,0,92,0
Lucas,PRECINCT TOLEDO 16J,AMP,Northwest,Toledo,"1,186",859,72.43%,0,0,0,0,1,0,0,518,0,0,6,1,320,0
Lucas,PRECINCT TOLEDO 16F,AMX,Northwest,Toledo,621,324,52.17%,0,0,0,0,1,0,0,218,0,0,4,0,96,0
Lucas,PRECINCT TOLEDO 17A,AMZ,Northwest,Toledo,"1,217",468,38.46%,0,0,0,0,1,0,0,341,0,0,0,0,116,0
Lucas,PRECINCT TOLEDO 17B,ANA,Northwest,Toledo,794,281,35.39%,0,0,0,0,0,0,0,187,0,0,3,0,81,0
Lucas,PRECINCT TOLEDO 17C,ANB,Northwest,Toledo,630,219,34.76%,0,0,0,0,0,0,0,151,0,0,2,0,64,0
Lucas,PRECINCT TOLEDO 17E,AND,Northwest,Toledo,"1,348",446,33.09%,0,0,0,0,0,0,0,286,0,0,1,1,152,0
Lucas,PRECINCT TOLEDO 17D,ANJ,Northwest,Toledo,"1,149",404,35.16%,0,0,0,0,1,0,0,284,0,0,3,1,111,0
Lucas,PRECINCT TOLEDO 18A,ANO,Northwest,Toledo,771,264,34.24%,0,0,0,0,1,0,0,159,0,0,1,0,98,0
Lucas,PRECINCT TOLEDO 18B,ANP,Northwest,Toledo,820,315,38.41%,0,0,0,0,2,0,0,169,0,0,0,0,142,0
Lucas,PRECINCT TOLEDO 18C,ANQ,Northwest,Toledo,"1,405",499,35.52%,0,0,0,0,6,0,0,298,0,0,3,0,185,0
Lucas,PRECINCT TOLEDO 18D,ANR,Northwest,Toledo,849,419,49.35%,0,0,0,0,0,0,0,237,0,0,0,3,169,0
Lucas,PRECINCT TOLEDO 18E,ANS,Northwest,Toledo,846,447,52.84%,0,0,0,0,0,0,0,222,0,0,2,1,212,0
Lucas,PRECINCT TOLEDO 19A,ANY,Northwest,Toledo,834,310,37.17%,0,0,0,0,0,0,0,194,0,0,3,0,105,0
Lucas,PRECINCT TOLEDO 19B,ANZ,Northwest,Toledo,"1,119",381,34.05%,0,0,0,0,0,0,0,221,0,0,3,1,147,0
Lucas,PRECINCT TOLEDO 19D,AOB,Northwest,Toledo,900,313,34.78%,0,0,0,0,2,0,0,168,0,0,0,0,139,0
Lucas,PRECINCT TOLEDO 19E,AOC,Northwest,Toledo,875,263,30.06%,0,0,0,0,2,0,0,157,0,0,0,1,101,0
Lucas,PRECINCT TOLEDO 19C,AOG,Northwest,Toledo,"1,062",344,32.39%,0,0,0,0,2,0,0,185,0,0,3,1,149,0
Lucas,PRECINCT TOLEDO 20A,AOJ,Northwest,Toledo,773,275,35.58%,0,0,0,0,3,0,0,155,0,0,2,0,111,0
Lucas,PRECINCT TOLEDO 20C,AOL,Northwest,Toledo,"1,099",502,45.68%,0,0,0,0,5,0,0,265,0,0,1,0,225,0
Lucas,PRECINCT TOLEDO 20D,AOM,Northwest,Toledo,910,411,45.16%,0,0,0,0,1,0,0,222,0,0,4,1,176,0
Lucas,PRECINCT TOLEDO 20E,AON,Northwest,Toledo,"1,313",557,42.42%,0,0,0,0,2,0,0,320,0,0,1,0,225,0
Lucas,PRECINCT TOLEDO 20B,AOS,Northwest,Toledo,832,318,38.22%,0,0,0,0,0,0,0,186,0,0,1,0,130,0
Lucas,PRECINCT TOLEDO 21A,AOU,Northwest,Toledo,"1,028",675,65.66%,0,0,0,0,1,0,0,432,0,0,0,1,230,0
Lucas,PRECINCT TOLEDO 21B,AOV,Northwest,Toledo,766,527,68.80%,0,0,0,0,1,0,0,303,0,0,1,0,209,0
Lucas,PRECINCT TOLEDO 21C,AOW,Northwest,Toledo,791,572,72.31%,0,0,0,0,0,0,0,308,0,0,4,1,243,0
Lucas,PRECINCT TOLEDO 21D,AOX,Northwest,Toledo,996,735,73.80%,0,0,0,0,1,0,0,437,0,0,2,0,286,0
Lucas,PRECINCT TOLEDO 21E,AOY,Northwest,Toledo,868,597,68.78%,0,0,0,0,1,0,0,345,0,0,2,1,233,0
Lucas,PRECINCT TOLEDO 21F,AOZ,Northwest,Toledo,621,445,71.66%,0,0,0,0,0,0,0,219,0,0,3,1,213,0
Lucas,PRECINCT TOLEDO 21G,APA,Northwest,Toledo,"1,115",742,66.55%,0,0,0,0,0,0,0,412,0,0,5,1,315,0
Lucas,PRECINCT TOLEDO 21H,APB,Northwest,Toledo,"1,053",695,66.00%,0,0,0,0,4,0,0,411,0,0,4,2,261,0
Lucas,PRECINCT TOLEDO 21I,APK,Northwest,Toledo,"1,027",627,61.05%,0,0,0,0,1,0,0,336,0,0,4,1,269,0
Lucas,PRECINCT TOLEDO 21J,APL,Northwest,Toledo,981,699,71.25%,0,0,0,0,0,0,0,430,0,0,4,1,251,0
Lucas,PRECINCT TOLEDO 22A,APP,Northwest,Toledo,944,691,73.20%,0,0,0,0,2,0,0,459,0,0,2,1,215,0
Lucas,PRECINCT TOLEDO 22B,APQ,Northwest,Toledo,631,505,80.03%,0,0,0,0,3,0,0,303,0,0,2,1,185,0
Lucas,PRECINCT TOLEDO 22C,APR,Northwest,Toledo,809,617,76.27%,0,0,0,0,0,0,0,362,0,0,7,1,232,0
Lucas,PRECINCT TOLEDO 22D,APS,Northwest,Toledo,952,634,66.60%,0,0,0,0,1,0,0,337,0,0,6,2,276,0
Lucas,PRECINCT TOLEDO 22E,APT,Northwest,Toledo,941,643,68.33%,0,0,0,0,0,0,0,346,0,0,3,5,275,0
Lucas,PRECINCT TOLEDO 22F,APU,Northwest,Toledo,800,553,69.13%,0,0,0,0,0,0,0,289,0,0,5,1,254,0
Lucas,PRECINCT TOLEDO 22G,APV,Northwest,Toledo,879,696,79.18%,0,0,0,0,0,0,0,379,0,0,3,1,299,0
Lucas,PRECINCT TOLEDO 22H,APW,Northwest,Toledo,936,618,66.03%,0,0,0,0,1,0,0,316,0,0,2,0,275,0
Lucas,PRECINCT TOLEDO 22I,APX,Northwest,Toledo,658,446,67.78%,0,0,0,0,0,0,0,253,0,0,1,1,181,0
Lucas,PRECINCT TOLEDO 23A,AQG,Northwest,Toledo,992,651,65.63%,0,0,0,0,1,0,0,324,0,0,9,3,303,0
Lucas,PRECINCT TOLEDO 23B,AQH,Northwest,Toledo,985,740,75.13%,0,0,0,0,2,0,0,383,0,0,4,0,336,0
Lucas,PRECINCT TOLEDO 23C,AQI,Northwest,Toledo,"1,221",734,60.11%,0,0,0,0,1,0,0,364,0,0,9,0,343,0
Lucas,PRECINCT TOLEDO 23D,AQJ,Northwest,Toledo,905,531,58.67%,0,0,0,0,3,0,0,248,0,0,6,4,260,0
Lucas,PRECINCT TOLEDO 23E,AQK,Northwest,Toledo,859,649,75.55%,0,0,0,0,1,0,0,288,0,0,3,0,346,0
Lucas,PRECINCT TOLEDO 23F,AQL,Northwest,Toledo,741,357,48.18%,0,0,0,0,2,0,0,170,0,0,0,0,180,0
Lucas,PRECINCT TOLEDO 23G,AQM,Northwest,Toledo,849,572,67.37%,0,0,0,0,2,0,0,271,0,0,0,0,285,0
Lucas,PRECINCT TOLEDO 23H,AQN,Northwest,Toledo,"1,029",673,65.40%,0,0,0,0,1,0,0,341,0,0,4,1,314,0
Lucas,PRECINCT TOLEDO 23I,AQO,Northwest,Toledo,944,575,60.91%,0,0,0,0,0,0,0,298,0,0,0,0,264,0
Lucas,PRECINCT TOLEDO 23J,AQP,Northwest,Toledo,"1,123",758,67.50%,0,0,0,0,3,0,0,351,0,0,2,0,396,0
Lucas,PRECINCT TOLEDO 23K,AQQ,Northwest,Toledo,901,634,70.37%,0,0,0,0,2,0,0,319,0,0,9,0,278,0
Lucas,PRECINCT TOLEDO 23L,AQR,Northwest,Toledo,700,499,71.29%,0,0,0,0,1,0,0,230,0,0,3,2,254,0
Lucas,PRECINCT TOLEDO 24A,AQZ,Northwest,Toledo,"1,078",581,53.90%,0,0,0,0,1,0,0,385,0,0,5,0,179,0
Lucas,PRECINCT TOLEDO 24B,ARA,Northwest,Toledo,776,508,65.46%,0,0,0,0,0,0,0,314,0,0,3,2,185,0
Lucas,PRECINCT TOLEDO 24C,ARB,Northwest,Toledo,923,657,71.18%,0,0,0,0,3,0,0,389,0,0,3,0,253,0
Lucas,PRECINCT TOLEDO 24E,ARD,Northwest,Toledo,"1,212",771,63.61%,0,0,0,0,0,0,0,523,0,0,4,2,229,0
Lucas,PRECINCT TOLEDO 24F,ARE,Northwest,Toledo,"1,140",548,48.07%,0,0,0,0,1,0,0,381,0,0,2,1,154,0
Lucas,PRECINCT TOLEDO 24G,ARF,Northwest,Toledo,710,514,72.39%,0,0,0,0,0,0,0,338,0,0,3,1,160,0
Lucas,PRECINCT TOLEDO 24H,ARG,Northwest,Toledo,668,354,52.99%,0,0,0,0,1,0,0,192,0,0,0,1,160,0
Lucas,PRECINCT TOLEDO 24I,ARH,Northwest,Toledo,"1,010",612,60.59%,0,0,0,0,3,0,0,481,0,0,0,1,120,0
Lucas,PRECINCT TOLEDO 24J,ARI,Northwest,Toledo,737,582,78.97%,0,0,0,0,1,0,0,301,0,0,1,1,272,0
Lucas,PRECINCT TOLEDO 24K,ARJ,Northwest,Toledo,"1,258",746,59.30%,0,0,0,0,0,0,0,537,0,0,5,0,188,0
Lucas,PRECINCT TOLEDO 24D,ARO,Northwest,Toledo,827,424,51.27%,0,0,0,0,2,0,0,313,0,0,2,0,103,0
Lucas,PRECINCT HARDING 1,ARQ,Northwest,Toledo,513,393,76.61%,0,0,0,0,1,0,0,117,0,0,0,0,269,0
Lucas,PRECINCT JERUSALEM 1,ARR,Northwest,Toledo,"1,058",861,81.38%,0,0,0,0,2,0,0,322,0,0,2,0,528,0
Lucas,PRECINCT JERUSALEM 2,ARS,Northwest,Toledo,"1,140",834,73.16%,0,0,0,0,0,0,0,284,0,0,5,1,539,0
Lucas,PRECINCT MONCLOVA 1,ARV,Northwest,Toledo,"1,153",920,79.79%,0,0,0,0,2,0,0,338,0,0,10,1,558,0
Lucas,PRECINCT MONCLOVA 2,ARW,Northwest,Toledo,"1,262","1,032",81.77%,0,0,0,0,1,0,0,486,0,0,4,1,528,0
Lucas,PRECINCT MONCLOVA 3,ARX,Northwest,Toledo,889,743,83.58%,0,0,0,0,2,0,0,252,0,0,2,0,479,0
Lucas,PRECINCT MONCLOVA 4,ARY,Northwest,Toledo,971,728,74.97%,0,0,0,0,1,0,0,254,0,0,2,2,460,0
Lucas,PRECINCT OTTAWA HILLS 1,ASA,Northwest,Toledo,"1,282","1,003",78.24%,0,0,0,0,4,0,0,639,0,0,8,2,327,0
Lucas,PRECINCT OTTAWA HILLS 2,ASB,Northwest,Toledo,"1,367",992,72.57%,0,0,0,0,1,0,0,558,0,0,10,2,364,0
Lucas,PRECINCT OTTAWA HILLS 3,ASC,Northwest,Toledo,"1,200",900,75.00%,0,0,0,0,3,0,0,516,0,0,8,1,344,0
Lucas,PRECINCT PROVIDENCE 1,ASH,Northwest,Toledo,865,677,78.27%,0,0,0,0,1,0,0,245,0,0,3,1,422,0
Lucas,PRECINCT PROVIDENCE 2,ASI,Northwest,Toledo,891,713,80.02%,0,0,0,0,3,0,0,253,0,0,3,1,437,0
